1,2049
2,2000
3,1974
4,2048
5,2025
6,1975
7,1973
8,1926
9,2050
10,1996
11,2000
12,1950
13,2074
14,1977
15,1974
16,2001
17,2046
18,2025
19,2023
20,1975
21,2024
22,2002
23,1925
24,2025
25,1950
26,2000
27,1976
28,1976
29,1999
30,2026
31,2001
32,1973
33,1998
34,1900
35,2000
36,2023
37,2025
38,2024
39,2000
40,1999
41,1927
42,2146
43,2025
44,2048
45,2072
46,1975
47,1925
48,2049
49,1950
50,1949
51,1951
52,1950
53,1950
54,2027
55,2098
56,2001
57,2000
58,1974
59,1974
60,2026
61,2049
62,1952
63,2000
64,1925
65,2050
66,2075
67,1950
68,1975
69,1999
70,1950
71,2049
72,2025
73,1975
74,1975
75,1926
76,1950
77,2049
78,1952
79,2027
80,1999
81,2049
82,1951
83,2048
84,2001
85,2026
86,1974
87,2000
88,2050
89,2025
90,2050
91,1951
92,2075
93,2000
94,1972
95,2048
96,2025
97,1950
98,2024
99,1930
100,1975
101,2098
102,2000
103,1998
104,1977
105,2073
106,1975
107,2004
108,2098
109,1976
110,1975
111,1948
112,1952
113,2000
114,2074
115,2096
116,2075
117,2000
118,2025
119,2074
120,1951
121,2050
122,1977
123,1976
124,2025
125,2073
126,2000
127,2051
128,2075
129,2026
130,2000
131,2001
132,2025
133,2074
134,1925
135,1953
136,2025
137,2000
138,1927
139,1977
140,2122
141,2025
142,2025
143,1901
144,2000
145,2049
146,1974
147,2023
148,1924
149,2027
150,2002
151,2000
152,1951
153,2000
154,1952
155,2047
156,1979
157,1976
158,1976
159,1977
160,2075
161,2023
162,1926
163,1950
164,1903
165,2000
166,1926
167,2050
168,2000
169,2023
170,2022
171,2000
172,1877
173,1975
174,1974
175,2000
176,2025
177,2050
178,1975
179,1925
180,1926
181,1998
182,1975
183,2001
184,2001
185,2000
186,1975
187,1952
188,2070
189,2000
190,1976
191,2025
192,1973
193,1998
194,2049
195,2074
196,1976
197,1947
198,1948
199,1999
200,1999
201,2025
202,2026
203,1999
204,1976
205,2026
206,1926
207,2025
208,2025
209,2024
210,2000
211,2051
212,1998
213,2024
214,1902
215,1999
216,1950
217,2122
218,2098
219,2024
220,2072
221,2001
222,2000
223,2021
224,2048
225,1926
226,2025
227,1903
228,1976
229,1977
230,2049
231,1951
232,1974
233,2000
234,2000
235,1952
236,2000
237,2000
238,1974
239,1925
240,1951
241,2074
242,2000
243,1976
244,1929
245,2049
246,1975
247,1971
248,2074
249,2000
250,1928
251,1900
252,1999
253,2024
254,2001
255,1949
256,1951
257,2122
258,1976
259,2024
260,2098
261,1926
262,1929
263,1999
264,2000
265,1953
266,2000
267,2026
268,2074
269,1950
270,2000
271,2025
272,1926
273,2049
274,2000
275,2050
276,1974
277,2024
278,2047
279,2101
280,2074
281,1903
282,1975
283,2000
284,2024
285,1998
286,1974
287,2026
288,1928
289,1907
290,1928
291,1975
292,1976
293,2073
294,2000
295,1977
296,1927
297,1925
298,1978
299,1951
300,1948
301,1977
302,2024
303,2024
304,2000
305,2000
306,1926
307,2000
308,1929
309,1974
310,2000
311,1976
312,1976
313,2051
314,2076
315,2073
316,2000
317,1925
318,2001
319,2000
320,2022
321,2000
322,1948
323,2050
324,1902
325,1999
326,2000
327,1999
328,2075
329,1976
330,2025
331,2000
332,2000
333,1975
334,1856
335,2004
336,1879
337,1953
338,2070
339,1976
340,1925
341,2024
342,1976
343,2049
344,1950
345,2024
346,2050
347,2025
348,1948
349,2000
350,2026
351,2050
352,2025
353,1999
354,1952
355,1975
356,1975
357,2073
358,1999
359,2075
360,2025
361,2025
362,2050
363,2001
364,1975
365,2000
366,2025
367,1976
368,1950
369,1902
370,2075
371,2004
372,1950
373,2020
374,2023
375,2073
376,2074
377,2074
378,1976
379,1926
380,1980
381,2048
382,1975
383,2025
384,2074
385,1976
